Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Biodiesel (m³/d)
12/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
12/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
12/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
12/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
12/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,1800
12/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
12/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
11/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,600
11/2022,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
11/2022,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
11/2022,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
11/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
11/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
11/2022,COCAMAR MAQUINAS AGRICOLAS LTDA.,02213491001156,SUL,Paraná,MARINGA,353
11/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
11/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,1025
11/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
11/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,410
11/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
11/2022,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
11/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1100
11/2022,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,650
11/2022,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1300
11/2022,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1300
11/2022,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
11/2022,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
11/2022,BIONORTE INDUSTRIA E COMERCIO DE BIODIESEL LTDA,08080422000126,CENTRO OESTE,Goiás,SAO MIGUEL DO ARAGUAIA,95
11/2022,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
11/2022,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
11/2022,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
11/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
11/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
11/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
11/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
11/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
11/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,545
11/2022,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
11/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
11/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
11/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,2500
11/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,1300
11/2022,UNIAO INDUSTRIA E COMERCIO DO PARA LTDA,30937909000131,NORTE,Pará,SANTO ANTONIO DO TAUA,250
11/2022,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
11/2022,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
11/2022,FENIX COMPLEXO INDUSTRIAL S/A,35367818000202,CENTRO OESTE,Mato Grosso,ALTO ARAGUAIA,680
11/2022,OLEOPLAN RONDONIA INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,36015262000258,NORTE,Rondônia,CACOAL,600
11/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,1000
11/2022,OLEOPLAN PARA INDUSTRIA DE BIOCOMBUSTIVEL LTDA,39796014000107,NORTE,Pará,TOME-ACU,800
11/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
11/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
11/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
11/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
11/2022,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,965
11/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
11/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,250
11/2022,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
11/2022,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
11/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
11/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
11/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
11/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
11/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,1800
11/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
11/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
10/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,600
10/2022,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
10/2022,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
10/2022,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
10/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
10/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
10/2022,COCAMAR MAQUINAS AGRICOLAS LTDA.,02213491001156,SUL,Paraná,MARINGA,353
10/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
10/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,1025
10/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
10/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,410
10/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
10/2022,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
10/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1100
10/2022,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,650
10/2022,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1300
10/2022,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1300
10/2022,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
10/2022,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
10/2022,BIONORTE INDUSTRIA E COMERCIO DE BIODIESEL LTDA,08080422000126,CENTRO OESTE,Goiás,SAO MIGUEL DO ARAGUAIA,95
10/2022,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
10/2022,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
10/2022,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
10/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
10/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
10/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
10/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
10/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
10/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,545
10/2022,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
10/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
10/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
10/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,2500
10/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,1300
10/2022,UNIAO INDUSTRIA E COMERCIO DO PARA LTDA,30937909000131,NORTE,Pará,SANTO ANTONIO DO TAUA,250
10/2022,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
10/2022,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
10/2022,FENIX COMPLEXO INDUSTRIAL S/A,35367818000202,CENTRO OESTE,Mato Grosso,ALTO ARAGUAIA,680
10/2022,OLEOPLAN RONDONIA INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,36015262000258,NORTE,Rondônia,CACOAL,600
10/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,1000
10/2022,OLEOPLAN PARA INDUSTRIA DE BIOCOMBUSTIVEL LTDA,39796014000107,NORTE,Pará,TOME-ACU,800
10/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
10/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
10/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
10/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
10/2022,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,965
10/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
10/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,250
10/2022,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
10/2022,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
10/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
10/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
10/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
10/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
10/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,1800
10/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
10/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
09/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,600
09/2022,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
09/2022,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
09/2022,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
09/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
09/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
09/2022,COCAMAR MAQUINAS AGRICOLAS LTDA.,02213491001156,SUL,Paraná,MARINGA,353
09/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
09/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,1025
09/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
09/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,410
09/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
09/2022,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
09/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1100
09/2022,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
09/2022,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1300
09/2022,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1300
09/2022,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
09/2022,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
09/2022,BIONORTE INDUSTRIA E COMERCIO DE BIODIESEL LTDA,08080422000126,CENTRO OESTE,Goiás,SAO MIGUEL DO ARAGUAIA,95
09/2022,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
09/2022,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
09/2022,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
09/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
09/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
09/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
09/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
09/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
09/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,545
09/2022,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
09/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
09/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
09/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,2500
09/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,1300
09/2022,UNIAO INDUSTRIA E COMERCIO DO PARA LTDA,30937909000131,NORTE,Pará,SANTO ANTONIO DO TAUA,250
09/2022,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
09/2022,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
09/2022,FENIX COMPLEXO INDUSTRIAL S/A,35367818000202,CENTRO OESTE,Mato Grosso,ALTO ARAGUAIA,680
09/2022,OLEOPLAN RONDONIA INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,36015262000258,NORTE,Rondônia,CACOAL,600
09/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,1000
09/2022,OLEOPLAN PARA INDUSTRIA DE BIOCOMBUSTIVEL LTDA,39796014000107,NORTE,Pará,TOME-ACU,800
09/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
09/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
09/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
09/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
09/2022,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,965
09/2022,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
09/2022,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,250
09/2022,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
09/2022,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
09/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
09/2022,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
09/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
09/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
09/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452,CENTRO OESTE,Goiás,PORANGATU,1800
09/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
09/2022,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
08/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,00012377000160,CENTRO OESTE,Goiás,RIO VERDE,600
08/2022,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
08/2022,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
08/2022,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
08/2022,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
08/2022,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
08/2022,COCAMAR MAQUINAS AGRICOLAS LTDA.,02213491001156,SUL,Paraná,MARINGA,353
08/2022,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
08/2022,SEARA ALIMENTOS LTDA,02914460032788,SUL,Santa Catarina,MAFRA,1025
08/2022,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
08/2022,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,410
08/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
08/2022,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
08/2022,COFCO INTERNATIONAL BRASIL S.A.,06315338022864,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1100
08/2022,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
08/2022,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1300
08/2022,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1300
08/2022,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
08/2022,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
08/2022,BIONORTE INDUSTRIA E COMERCIO DE BIODIESEL LTDA,08080422000126,CENTRO OESTE,Goiás,SAO MIGUEL DO ARAGUAIA,95
08/2022,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
08/2022,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
08/2022,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
08/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
08/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
08/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
08/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
08/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
08/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,545
08/2022,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
08/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
08/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
08/2022,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,2500
08/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,1300
08/2022,UNIAO INDUSTRIA E COMERCIO DO PARA LTDA,30937909000131,NORTE,Pará,SANTO ANTONIO DO TAUA,250
08/2022,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
08/2022,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
08/2022,FENIX COMPLEXO INDUSTRIAL S/A,35367818000202,CENTRO OESTE,Mato Grosso,ALTO ARAGUAIA,680
08/2022,OLEOPLAN RONDONIA INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,36015262000258,NORTE,Rondônia,CACOAL,600
08/2022,BINATURAL BAHIA LTDA,37880187000175,NORDESTE,Bahia,SIMOES FILHO,1000
08/2022,OLEOPLAN PARA INDUSTRIA DE BIOCOMBUSTIVEL LTDA,39796014000107,NORTE,Pará,TOME-ACU,800
08/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
